Temperature,Humidity,Sunlight,Moisture,Air Quality,Output
27,66,1,51,166,ORANGE
24,77,1,60,26,BANANA
21,62,1,69,98,MOUSAMBI
29,66,1,62,191,ORANGE
21,54,1,72,13,APPLE
27,63,1,52,36,MOUSAMBI
34,55,1,51,87,POMEGRANATE
16,70,1,57,94,KIWI
25,54,0,70,78,STRAWBERRY
20,71,1,50,198,GUAVA
41,53,1,69,28,GRAPE
21,62,1,71,13,APPLE
18,60,0,71,80,CHERRIES
26,56,1,57,183,ORANGE
19,58,0,78,94,STRAWBERRY
18,66,1,68,105,KIWI
21,60,0,59,43,LEMON
20,50,0,56,53,LEMON
32,69,0,71,139,JAMUN
24,63,0,63,24,CHERRIES
16,63,0,70,89,STRAWBERRY
27,54,0,65,46,BLUEBERRY
16,53,0,64,31,CHERRIES
22,58,1,66,25,APPLE
26,63,0,73,43,JAMUN
27,74,0,62,25,JAMUN
27,65,0,72,31,LEMON
21,69,0,64,52,BLUEBERRY
25,70,0,66,190,JAMUN
24,59,0,63,84,CHERRIES
27,50,1,66,90,POMEGRANATE
26,65,1,75,185,ORANGE
22,67,1,66,39,MOUSAMBI
28,54,1,56,171,ORANGE
27,59,0,53,83,LEMON
21,65,0,52,44,CHERRIES
17,66,1,75,189,PEAR
26,69,0,73,83,JAMUN
26,57,1,67,64,GRAPE
14,66,1,74,50,KIWI
29,58,0,66,56,BLUEBERRY
27,74,1,50,22,BANANA
28,51,1,70,134,ORANGE
20,60,1,74,19,PEAR
20,57,1,73,87,MOUSAMBI
20,74,1,51,105,GUAVA
19,60,0,51,21,BLUEBERRY
29,55,1,68,73,GRAPE
20,67,0,74,26,STRAWBERRY
43,58,1,59,50,GRAPE
23,64,1,64,10,APPLE
31,72,0,73,99,JAMUN
24,58,0,66,69,BLUEBERRY
25,75,1,63,51,DRAGONFRUIT
25,61,0,62,135,JAMUN
31,48,1,64,42,POMEGRANATE
25,45,1,63,91,POMEGRANATE
15,64,1,61,124,PEAR
21,75,1,52,87,GUAVA
28,64,1,65,188,GUAVA
25,74,0,71,48,JAMUN
26,57,1,69,153,ORANGE
21,63,0,65,78,CHERRIES
21,44,1,79,46,POMEGRANATE
24,50,0,77,80,STRAWBERRY
24,50,0,59,88,LEMON
22,62,1,54,42,APPLE
30,79,1,19,39,MANGO
22,59,0,77,32,STRAWBERRY
18,53,1,74,81,POMEGRANATE
20,72,1,69,58,GUAVA
22,61,0,54,39,BLUEBERRY
34,56,1,70,83,POMEGRANATE
22,66,1,68,47,DRAGONFRUIT
25,64,1,54,26,DRAGONFRUIT
30,76,1,64,155,GUAVA
18,57,0,73,16,STRAWBERRY
32,64,0,65,189,JAMUN
21,80,1,69,154,GUAVA
17,71,1,60,92,BANANA
23,62,0,74,84,STRAWBERRY
34,70,0,69,137,JAMUN
19,73,1,51,22,BANANA
26,55,1,74,49,ORANGE
28,76,1,55,48,DRAGONFRUIT
22,71,1,57,55,KIWI
29,70,1,60,76,ORANGE
20,51,1,65,75,GRAPE
21,68,0,68,72,BLUEBERRY
22,68,1,54,172,PEAR
15,55,0,63,49,CHERRIES
26,66,1,30,51,MANGO
28,80,1,19,62,MANGO
26,76,1,65,93,DRAGONFRUIT
23,65,1,54,44,APPLE
24,80,1,66,58,GUAVA
15,64,1,62,137,BANANA
42,64,1,68,61,GRAPE
28,66,1,52,25,GUAVA
23,64,1,71,42,APPLE
20,52,0,64,10,CHERRIES
28,57,1,65,65,GRAPE
27,71,1,27,15,MANGO
26,62,1,69,56,GRAPE
45,57,1,55,65,GRAPE
24,66,1,18,56,MANGO
15,63,1,63,181,KIWI
19,52,0,61,74,BLUEBERRY
24,77,1,19,17,MANGO
16,64,1,62,71,GRAPE
29,62,0,61,140,JAMUN
28,72,1,70,87,DRAGONFRUIT
23,41,1,78,62,POMEGRANATE
13,72,1,60,196,BANANA
29,67,1,63,178,ORANGE
20,70,0,52,68,BLUEBERRY
32,51,1,69,44,POMEGRANATE
25,64,0,74,39,CHERRIES
17,58,0,66,24,BLUEBERRY
32,65,0,78,163,JAMUN
28,53,1,70,76,POMEGRANATE
21,68,1,65,76,GRAPE
30,67,0,56,93,LEMON
26,62,0,61,67,LEMON
25,66,1,54,45,ORANGE
18,64,1,68,161,KIWI
21,53,0,63,45,LEMON
28,64,1,15,14,MANGO
15,63,1,62,167,BANANA
23,53,1,57,89,POMEGRANATE
24,60,1,52,17,MOUSAMBI
28,66,0,67,62,JAMUN
17,57,0,78,94,STRAWBERRY
15,52,1,66,27,PEAR
16,49,1,51,84,POMEGRANATE
24,49,1,62,32,POMEGRANATE
25,70,0,79,131,JAMUN
27,51,1,68,115,ORANGE
27,74,1,27,92,MANGO
23,54,0,50,23,CHERRIES
24,55,1,69,200,PEAR
23,63,1,50,44,APPLE
23,57,1,61,17,APPLE
22,67,0,67,87,LEMON
23,64,1,57,117,BANANA
29,73,0,79,115,JAMUN
24,65,0,53,18,CHERRIES
23,62,1,53,86,MOUSAMBI
20,50,1,63,94,GRAPE
30,60,0,62,200,JAMUN
15,64,1,58,107,KIWI
25,62,1,64,73,ORANGE
14,63,1,54,158,KIWI
29,47,1,58,67,POMEGRANATE
24,60,1,66,34,GUAVA
18,79,1,55,194,KIWI
14,70,1,55,58,BANANA
26,61,1,70,75,DRAGONFRUIT
27,66,1,69,120,ORANGE
28,61,1,61,161,BANANA
23,52,1,74,31,MOUSAMBI
25,66,1,70,133,ORANGE
40,65,1,67,70,GRAPE
18,40,1,52,95,POMEGRANATE
24,56,1,55,27,POMEGRANATE
26,56,1,55,93,ORANGE
35,60,0,73,50,JAMUN
35,66,1,58,185,BANANA
22,61,0,78,61,STRAWBERRY
29,71,1,55,27,DRAGONFRUIT
24,73,1,19,48,MANGO
24,65,1,57,22,APPLE
28,64,1,59,59,DRAGONFRUIT
33,64,0,78,72,JAMUN
33,71,0,75,68,JAMUN
21,54,1,51,36,APPLE
32,66,0,70,58,JAMUN
30,69,1,59,81,DRAGONFRUIT
27,64,1,28,81,MANGO
30,66,0,80,73,JAMUN
21,64,1,74,115,PEAR
26,72,1,56,82,GUAVA
30,68,1,66,98,GUAVA
37,78,1,55,108,BANANA
16,47,1,75,85,POMEGRANATE
19,52,0,75,63,STRAWBERRY
34,71,0,66,179,JAMUN
28,60,1,53,15,ORANGE
16,60,1,62,25,GRAPE
21,67,1,66,122,GUAVA
29,54,0,52,29,LEMON
20,54,0,69,41,BLUEBERRY
31,71,1,56,84,BANANA
20,50,1,68,18,POMEGRANATE
29,74,1,66,59,DRAGONFRUIT
19,58,1,54,172,PEAR
26,73,1,60,61,DRAGONFRUIT
27,79,1,27,28,MANGO
38,59,1,50,96,GRAPE
28,50,0,75,98,LEMON
28,60,1,28,45,MANGO
27,67,1,66,72,DRAGONFRUIT
22,55,1,60,14,APPLE
24,62,1,50,87,BANANA
24,52,1,64,59,MOUSAMBI
20,50,0,73,19,STRAWBERRY
25,56,0,65,95,LEMON
22,70,1,69,54,DRAGONFRUIT
29,69,0,80,169,JAMUN
20,63,1,66,126,PEAR
27,70,1,55,171,ORANGE
24,56,1,69,18,MOUSAMBI
28,69,1,74,137,GUAVA
17,49,1,61,93,POMEGRANATE
27,65,0,70,16,JAMUN
29,69,0,53,30,LEMON
20,57,0,77,19,STRAWBERRY
22,58,1,51,14,APPLE
29,71,1,57,56,DRAGONFRUIT
20,49,1,79,13,POMEGRANATE
16,56,0,69,61,BLUEBERRY
32,65,0,68,51,JAMUN
27,44,1,50,58,POMEGRANATE
32,66,1,66,91,BANANA
44,59,1,53,24,GRAPE
17,66,1,60,127,KIWI
29,77,1,29,73,MANGO
25,51,1,55,42,MOUSAMBI
17,56,0,71,24,STRAWBERRY
20,67,1,68,34,MOUSAMBI
30,61,1,33,34,MANGO
24,69,1,61,175,GUAVA
25,66,1,63,59,ORANGE
22,51,1,64,33,APPLE
14,64,1,59,98,PEAR
22,71,1,72,22,KIWI
19,72,1,54,195,KIWI
33,60,0,73,164,JAMUN
41,55,1,57,41,GRAPE
16,79,1,56,160,KIWI
25,66,0,59,60,LEMON
14,74,1,55,91,KIWI
32,70,0,74,65,JAMUN
22,71,1,58,186,GUAVA
28,65,1,63,89,MOUSAMBI
29,66,1,56,121,ORANGE
23,53,0,53,51,LEMON
28,74,1,20,95,MANGO
28,69,0,67,42,JAMUN
22,60,1,72,14,MOUSAMBI
14,56,1,71,97,PEAR
22,70,1,74,91,MOUSAMBI
22,55,1,71,27,APPLE
23,60,1,60,111,BANANA
27,62,1,32,89,MANGO
24,70,1,29,89,MANGO
22,70,1,55,94,DRAGONFRUIT
17,54,1,55,120,PEAR
27,63,1,51,199,BANANA
33,68,1,51,39,GRAPE
21,74,1,61,41,DRAGONFRUIT
16,65,0,76,80,STRAWBERRY
29,66,1,26,35,MANGO
30,51,1,73,74,MOUSAMBI
35,53,1,50,70,POMEGRANATE
31,63,0,66,65,JAMUN
22,72,1,62,68,DRAGONFRUIT
21,51,0,69,89,CHERRIES
30,74,1,22,90,MANGO
31,78,0,78,11,JAMUN
20,60,1,64,77,DRAGONFRUIT
21,69,1,61,48,APPLE
26,70,0,66,169,JAMUN
27,60,1,66,150,ORANGE
20,62,1,55,57,MOUSAMBI
19,56,0,74,53,CHERRIES
26,61,1,70,160,BANANA
22,66,1,70,193,PEAR
21,57,1,66,11,APPLE
15,65,1,59,79,GRAPE
31,50,1,51,18,POMEGRANATE
29,59,1,51,179,ORANGE
19,66,1,64,59,GRAPE
26,55,1,56,93,GRAPE
20,55,0,75,24,STRAWBERRY
30,56,1,54,57,ORANGE
14,53,1,53,131,PEAR
23,58,1,63,78,GRAPE
27,80,1,57,61,DRAGONFRUIT
23,76,1,71,184,GUAVA
29,72,1,60,144,BANANA
22,62,1,70,19,APPLE
21,54,0,50,60,BLUEBERRY
22,69,1,61,42,APPLE
14,53,1,58,55,PEAR
32,68,0,68,197,JAMUN
27,70,1,31,74,MANGO
22,58,1,50,49,POMEGRANATE
20,54,1,60,29,MOUSAMBI
29,77,1,65,19,GUAVA
25,68,1,74,166,ORANGE
33,56,1,63,26,GRAPE
21,54,0,72,35,LEMON
24,65,1,68,35,MOUSAMBI
26,63,1,70,163,ORANGE
26,57,1,60,127,ORANGE
29,71,0,80,117,JAMUN
25,51,0,71,27,LEMON
24,52,0,65,51,CHERRIES
25,62,0,61,47,BLUEBERRY
28,76,0,66,22,JAMUN
23,68,0,56,18,LEMON
30,72,0,67,159,JAMUN
14,60,1,58,38,PEAR
18,69,0,55,19,BLUEBERRY
32,66,1,55,134,BANANA
15,60,0,57,81,CHERRIES
20,63,0,75,78,STRAWBERRY
15,55,0,70,14,CHERRIES
14,78,1,53,108,KIWI
26,59,1,61,11,ORANGE
28,74,1,35,67,MANGO
24,68,1,74,162,KIWI
18,50,1,67,163,PEAR
19,55,0,73,98,CHERRIES
16,56,1,62,85,GRAPE
29,52,1,72,66,POMEGRANATE
28,71,1,29,74,MANGO
27,54,1,63,30,POMEGRANATE
26,56,0,68,37,LEMON
20,67,1,56,39,KIWI
21,64,1,73,24,APPLE
23,55,1,56,34,APPLE
22,58,1,74,21,APPLE
23,65,1,58,18,APPLE
29,64,1,60,84,MOUSAMBI
15,42,1,56,20,POMEGRANATE
24,53,1,66,186,PEAR
27,74,1,52,199,GUAVA
25,70,1,68,37,BANANA
25,59,0,58,66,BLUEBERRY
23,78,1,67,26,DRAGONFRUIT
21,53,1,62,48,APPLE
18,62,0,50,35,CHERRIES
17,60,1,63,86,PEAR
23,57,1,54,22,APPLE
24,51,1,63,95,POMEGRANATE
17,57,0,58,62,CHERRIES
17,73,1,56,36,KIWI
25,70,0,69,84,JAMUN
17,63,1,71,57,KIWI
27,65,1,62,85,GRAPE
22,74,1,69,73,KIWI
23,55,0,77,60,STRAWBERRY
29,67,1,54,55,DRAGONFRUIT
19,54,0,71,43,STRAWBERRY
28,68,1,74,67,GUAVA
25,59,1,50,143,ORANGE
23,64,1,52,68,MOUSAMBI
23,67,0,56,37,LEMON
20,53,1,71,30,PEAR
29,65,1,65,13,ORANGE
25,80,1,20,17,MANGO
22,71,1,69,46,BANANA
17,76,1,53,133,KIWI
25,56,1,50,62,MOUSAMBI
23,52,0,56,37,CHERRIES
23,55,1,51,42,APPLE
29,74,1,52,18,DRAGONFRUIT
25,64,1,52,21,DRAGONFRUIT
21,56,1,56,65,GRAPE
26,73,1,69,86,DRAGONFRUIT
15,63,1,61,130,KIWI
29,65,1,69,77,BANANA
30,52,1,70,148,ORANGE
26,77,1,22,78,MANGO
27,65,0,78,53,JAMUN
26,70,1,26,59,MANGO
18,61,1,72,74,PEAR
30,66,0,73,43,BLUEBERRY
20,70,1,69,21,KIWI
28,58,1,69,82,GRAPE
25,44,1,53,20,POMEGRANATE
25,66,0,68,153,JAMUN
25,42,1,73,55,POMEGRANATE
26,51,0,72,10,BLUEBERRY
28,66,1,15,39,MANGO
23,73,1,53,80,GUAVA
30,61,1,58,96,MOUSAMBI
20,63,1,51,200,BANANA
19,66,1,62,162,KIWI
28,70,1,72,103,ORANGE
23,71,1,53,89,DRAGONFRUIT
26,69,1,73,195,ORANGE
33,60,0,61,168,JAMUN
16,50,1,79,47,POMEGRANATE
22,70,1,58,131,BANANA
25,69,0,69,92,BLUEBERRY
17,51,0,65,24,BLUEBERRY
25,60,1,26,86,MANGO
25,64,1,19,21,MANGO
27,60,1,59,63,DRAGONFRUIT
17,66,0,52,63,BLUEBERRY
24,67,1,55,40,APPLE
30,75,1,70,82,DRAGONFRUIT
21,61,1,67,191,GUAVA
22,79,1,51,168,BANANA
30,66,1,56,24,MOUSAMBI
29,60,1,54,50,MOUSAMBI
24,55,0,70,79,CHERRIES
26,61,0,72,100,JAMUN
21,68,1,50,97,KIWI
24,60,1,62,79,GUAVA
29,52,1,71,35,MOUSAMBI
24,78,1,61,86,GUAVA
21,61,0,63,90,CHERRIES
22,67,0,71,42,STRAWBERRY
25,55,1,67,49,GRAPE
31,63,0,73,127,JAMUN
19,65,1,73,169,KIWI
28,59,1,65,15,MOUSAMBI
25,70,1,59,139,ORANGE
31,77,0,77,84,JAMUN
26,65,1,56,64,GRAPE
25,51,0,68,40,CHERRIES
29,63,1,54,94,MOUSAMBI
24,55,1,50,79,MOUSAMBI
16,66,0,64,11,BLUEBERRY
24,68,1,60,48,APPLE
30,63,1,25,69,MANGO
21,63,1,72,11,APPLE
21,44,1,59,55,POMEGRANATE
19,68,0,73,94,STRAWBERRY
26,60,0,56,46,LEMON
22,58,0,54,80,CHERRIES
26,70,1,22,95,MANGO
23,68,1,62,157,KIWI
22,50,1,70,29,APPLE
28,59,1,74,50,POMEGRANATE
28,50,1,61,79,MOUSAMBI
28,62,1,70,88,GRAPE
19,55,1,64,95,PEAR
28,62,1,30,26,MANGO
19,66,1,71,129,KIWI
25,50,0,64,43,LEMON
26,52,1,62,44,MOUSAMBI
19,64,1,71,73,KIWI
20,68,0,71,47,LEMON
18,54,0,75,99,STRAWBERRY
22,63,0,72,39,STRAWBERRY
28,59,1,56,88,ORANGE
18,51,0,56,68,BLUEBERRY
21,50,0,70,23,STRAWBERRY
24,56,1,72,30,APPLE
29,61,1,73,49,ORANGE
29,56,1,68,122,ORANGE
29,63,0,74,63,BLUEBERRY
31,65,0,80,49,JAMUN
15,79,1,72,135,KIWI
26,57,1,71,33,MOUSAMBI
25,80,0,64,110,JAMUN
22,68,1,74,106,KIWI
28,69,1,62,75,DRAGONFRUIT
18,56,1,79,46,POMEGRANATE
27,67,1,54,110,GUAVA
32,76,0,74,160,JAMUN
42,64,1,56,13,GRAPE
30,80,1,25,20,MANGO
27,79,1,61,53,GUAVA
18,52,1,71,71,PEAR
15,61,0,62,42,CHERRIES
21,61,1,59,39,GUAVA
23,64,1,64,12,APPLE
25,60,0,63,34,LEMON
20,63,1,55,87,PEAR
21,50,0,65,13,CHERRIES
26,69,1,57,37,DRAGONFRUIT
21,61,0,66,74,BLUEBERRY
27,67,1,74,85,ORANGE
15,52,1,54,142,PEAR
25,68,1,67,166,ORANGE
23,51,1,64,122,PEAR
22,63,0,62,20,CHERRIES
24,67,1,67,45,DRAGONFRUIT
21,52,1,73,191,PEAR
28,70,0,59,18,LEMON
22,66,1,66,43,DRAGONFRUIT
25,67,1,52,33,MOUSAMBI
42,65,1,56,51,GRAPE
28,60,0,76,179,JAMUN
23,80,1,50,84,DRAGONFRUIT
24,60,1,53,50,APPLE
40,55,1,66,100,GRAPE
27,80,1,70,75,GUAVA
21,59,0,61,21,CHERRIES
21,76,1,72,117,KIWI
30,59,0,75,85,LEMON
23,64,0,70,88,LEMON
22,65,1,59,18,APPLE
21,71,1,63,38,GUAVA
23,56,1,54,33,APPLE
25,73,1,32,23,MANGO
23,53,1,67,41,APPLE
19,53,0,74,71,CHERRIES
21,57,1,55,27,APPLE
24,57,0,57,54,BLUEBERRY
30,65,1,52,79,BANANA
29,69,1,64,81,DRAGONFRUIT
30,67,1,60,32,MOUSAMBI
21,45,1,72,72,POMEGRANATE
30,77,1,53,179,GUAVA
24,68,1,60,36,DRAGONFRUIT
21,77,1,55,82,DRAGONFRUIT
21,67,1,54,44,APPLE
18,61,1,64,56,GRAPE
16,64,1,69,20,KIWI
28,77,0,64,124,JAMUN
21,59,0,61,82,CHERRIES
21,70,1,68,149,GUAVA
22,74,1,64,68,DRAGONFRUIT
29,78,1,16,97,MANGO
19,56,1,71,83,PEAR
14,66,1,70,25,KIWI
22,67,1,72,45,MOUSAMBI
17,58,0,51,54,CHERRIES
14,72,1,70,95,KIWI
26,59,1,56,66,GRAPE
28,51,1,73,21,MOUSAMBI
26,50,1,62,72,ORANGE
33,67,1,61,18,GRAPE
20,73,1,57,83,DRAGONFRUIT
27,63,1,59,97,GRAPE
20,66,1,53,16,KIWI
21,59,0,66,70,CHERRIES
20,64,0,79,29,STRAWBERRY
14,76,1,56,39,KIWI
30,70,1,65,10,MOUSAMBI
21,78,1,52,88,DRAGONFRUIT
30,55,1,68,164,ORANGE
20,62,0,64,31,CHERRIES
15,54,0,52,52,CHERRIES
26,60,1,57,37,GUAVA
29,68,1,60,156,GUAVA
23,66,0,68,62,LEMON
24,70,0,79,54,STRAWBERRY
16,58,1,51,63,POMEGRANATE
26,58,1,62,111,ORANGE
20,64,0,57,60,BLUEBERRY
24,65,1,66,82,MOUSAMBI
22,78,1,62,114,GUAVA
17,71,1,56,195,KIWI
20,53,0,50,43,BLUEBERRY
25,57,1,66,13,ORANGE
22,57,0,66,20,CHERRIES
25,79,1,23,77,MANGO
27,55,0,53,47,BLUEBERRY
24,65,0,68,71,BLUEBERRY
26,57,1,69,38,ORANGE
38,63,1,57,193,BANANA
27,67,1,62,84,DRAGONFRUIT
21,54,0,67,14,CHERRIES
30,68,1,68,10,DRAGONFRUIT
23,58,0,57,16,LEMON
25,64,0,65,80,JAMUN
23,67,1,70,46,APPLE
29,58,1,54,19,GRAPE
32,62,0,65,44,JAMUN
27,53,1,57,74,MOUSAMBI
23,60,0,59,90,LEMON
37,64,1,53,93,GRAPE
29,59,1,74,71,ORANGE
20,76,1,71,12,GUAVA
23,69,1,64,39,APPLE
22,64,0,70,11,STRAWBERRY
20,72,1,59,66,GUAVA
27,57,0,65,42,BLUEBERRY
20,62,0,54,91,LEMON
20,66,0,52,71,LEMON
29,63,1,19,77,MANGO
20,72,1,50,118,BANANA
23,55,0,70,96,LEMON
29,67,1,28,93,MANGO
39,54,1,65,43,GRAPE
19,63,1,62,165,BANANA
21,69,1,58,14,GRAPE
21,58,1,70,19,APPLE
25,74,1,20,34,MANGO
30,62,1,58,19,MOUSAMBI
19,52,0,70,16,CHERRIES
34,77,0,76,67,JAMUN
22,66,0,71,66,STRAWBERRY
25,68,1,29,52,MANGO
33,78,1,63,61,BANANA
28,63,1,20,90,MANGO
21,51,1,62,39,APPLE
42,58,1,55,59,GRAPE
22,55,1,74,30,APPLE
26,65,1,57,74,GUAVA
29,53,1,68,39,MOUSAMBI
28,76,0,79,78,JAMUN
40,64,1,62,43,GRAPE
18,78,1,52,107,KIWI
26,56,1,69,46,GRAPE
17,77,1,69,34,BANANA
22,53,1,60,15,APPLE
20,62,1,50,11,DRAGONFRUIT
24,58,0,53,79,LEMON
35,71,1,67,163,BANANA
20,57,0,78,15,STRAWBERRY
22,63,0,74,16,STRAWBERRY
20,70,1,55,40,DRAGONFRUIT
21,57,1,68,25,APPLE
27,53,1,60,87,ORANGE
22,47,1,54,74,POMEGRANATE
23,70,1,70,149,PEAR
20,62,1,62,55,MOUSAMBI
31,64,1,58,82,GRAPE
25,66,0,71,81,LEMON
25,74,1,74,125,GUAVA
32,78,0,65,20,JAMUN
23,65,0,58,11,LEMON
19,56,0,62,40,CHERRIES
28,57,1,66,18,ORANGE
26,68,0,65,43,LEMON
27,55,1,69,140,ORANGE
25,64,1,58,96,ORANGE
28,55,0,54,17,BLUEBERRY
22,64,1,50,20,DRAGONFRUIT
18,62,1,65,163,PEAR
25,60,0,61,114,JAMUN
27,78,1,64,69,GUAVA
21,80,1,72,20,GUAVA
24,66,0,68,68,LEMON
17,61,1,67,74,BANANA
16,67,1,59,184,BANANA
20,55,1,70,71,PEAR
35,76,1,61,183,BANANA
23,67,1,71,38,MOUSAMBI
44,57,1,63,79,GRAPE
31,67,0,70,16,JAMUN
22,67,1,62,37,APPLE
20,72,1,53,166,GUAVA
21,70,1,56,30,KIWI
33,40,1,60,78,POMEGRANATE
15,60,1,55,76,POMEGRANATE
30,63,1,52,122,GUAVA
32,60,0,73,60,JAMUN
23,62,1,57,43,GRAPE
28,68,1,73,125,GUAVA
28,56,0,75,21,LEMON
23,64,1,68,49,MOUSAMBI
24,46,1,57,76,POMEGRANATE
25,65,1,60,115,ORANGE
21,71,1,57,172,BANANA
22,49,1,73,55,POMEGRANATE
24,79,1,17,29,MANGO
18,65,0,56,24,BLUEBERRY
36,71,1,62,136,BANANA
28,70,0,73,89,LEMON
30,70,1,65,132,BANANA
20,68,1,54,175,BANANA
17,64,0,65,72,BLUEBERRY
27,63,0,63,98,BLUEBERRY
28,67,1,73,113,ORANGE
19,66,0,77,13,STRAWBERRY
17,59,1,55,38,GRAPE
23,51,1,69,24,GRAPE
15,73,1,50,103,KIWI
27,60,1,58,136,GUAVA
18,58,0,57,61,CHERRIES
14,64,1,52,13,KIWI
24,64,1,72,69,MOUSAMBI
28,68,1,51,176,GUAVA
22,53,1,60,21,MOUSAMBI
36,60,1,66,79,GRAPE
25,62,0,73,36,BLUEBERRY
20,60,1,59,34,DRAGONFRUIT
29,53,1,65,34,ORANGE
23,62,1,70,91,MOUSAMBI
37,64,1,59,186,BANANA
17,53,0,72,49,CHERRIES
24,56,0,63,87,LEMON
22,56,0,51,98,LEMON
21,69,1,54,64,PEAR
25,69,1,68,94,MOUSAMBI
17,61,1,55,29,GRAPE
28,61,1,56,90,ORANGE
36,74,1,69,57,BANANA
28,76,1,58,39,DRAGONFRUIT
31,65,0,68,146,JAMUN
19,59,1,61,36,GRAPE
30,55,1,51,42,GRAPE
30,77,1,59,63,DRAGONFRUIT
18,63,0,74,25,CHERRIES
21,65,0,68,37,CHERRIES
24,60,1,66,19,GRAPE
23,73,1,64,92,KIWI
27,50,0,59,64,LEMON
28,63,1,74,138,GUAVA
33,62,0,72,199,JAMUN
28,76,1,19,92,MANGO
33,71,1,65,136,BANANA
23,62,1,62,18,APPLE
29,65,1,30,46,MANGO
20,74,1,69,48,GUAVA
25,61,1,60,97,ORANGE
28,55,1,68,85,GRAPE
17,56,0,63,34,CHERRIES
17,59,1,80,74,POMEGRANATE
18,60,1,53,86,GRAPE
32,60,0,65,128,JAMUN
17,69,1,72,162,KIWI
27,51,1,73,46,POMEGRANATE
23,54,1,60,81,MOUSAMBI
25,51,1,51,85,ORANGE
23,52,1,73,15,APPLE
21,66,1,51,17,MOUSAMBI
31,46,1,59,59,POMEGRANATE
27,63,1,30,25,MANGO
20,71,1,61,46,KIWI
15,76,1,69,141,BANANA
21,66,0,66,51,LEMON
25,65,1,27,25,MANGO
25,55,1,50,34,GRAPE
18,62,0,72,85,CHERRIES
21,70,1,68,128,PEAR
21,55,0,54,73,LEMON
21,55,1,58,51,MOUSAMBI
26,62,1,63,39,GRAPE
23,60,1,52,93,MOUSAMBI
18,60,1,51,22,BANANA
30,79,1,51,53,BANANA
24,70,1,52,27,PEAR
21,53,1,69,161,PEAR
21,43,1,76,99,POMEGRANATE
26,65,1,71,16,MOUSAMBI
20,64,1,59,95,DRAGONFRUIT
31,66,1,56,152,BANANA
22,68,1,61,15,APPLE
26,77,1,56,26,DRAGONFRUIT
25,62,0,64,92,CHERRIES
28,62,1,31,70,MANGO
25,55,0,59,26,CHERRIES
26,59,1,57,43,MOUSAMBI
22,57,1,61,34,APPLE
15,68,1,71,107,KIWI
27,78,1,61,17,GUAVA
24,75,1,62,30,DRAGONFRUIT
26,68,1,57,19,MOUSAMBI
33,68,1,60,105,BANANA
20,79,1,55,16,DRAGONFRUIT
28,78,1,26,52,MANGO
23,51,0,62,87,BLUEBERRY
30,53,1,55,97,GRAPE
18,65,1,65,68,KIWI
29,56,1,63,27,GRAPE
23,63,1,69,34,MOUSAMBI
21,66,1,73,38,PEAR
16,68,1,64,27,GRAPE
20,42,1,77,78,POMEGRANATE
26,72,1,16,11,MANGO
29,79,0,68,160,JAMUN
21,64,1,53,36,DRAGONFRUIT
19,55,1,67,34,POMEGRANATE
23,71,1,53,49,KIWI
18,57,0,58,50,CHERRIES
25,59,1,63,188,ORANGE
17,65,0,62,38,BLUEBERRY
28,41,1,56,19,POMEGRANATE
27,63,1,73,141,ORANGE
20,77,1,56,161,GUAVA
25,55,1,71,49,MOUSAMBI
31,61,0,62,179,JAMUN
30,56,1,60,174,ORANGE
30,53,0,70,87,LEMON
17,59,0,60,99,CHERRIES
14,61,1,69,83,PEAR
15,67,1,58,194,PEAR
23,54,0,50,23,CHERRIES
27,56,1,66,10,MOUSAMBI
21,69,1,69,18,APPLE
23,62,0,67,49,CHERRIES
25,68,0,78,27,STRAWBERRY
15,61,1,66,120,KIWI
22,58,1,79,39,POMEGRANATE
28,74,1,60,16,DRAGONFRUIT
16,52,0,58,66,CHERRIES
26,76,1,24,18,MANGO
21,66,1,54,17,APPLE
20,56,1,54,46,GRAPE
28,65,1,54,100,BANANA
27,52,1,70,96,ORANGE
21,60,1,54,146,KIWI
29,57,1,63,109,ORANGE
30,62,1,60,59,BANANA
14,70,1,71,153,KIWI
17,63,1,54,64,BANANA
20,61,0,65,24,LEMON
21,62,1,60,144,BANANA
25,69,0,77,25,JAMUN
27,62,1,51,124,ORANGE
20,58,0,73,97,LEMON
21,80,1,64,149,KIWI
28,52,1,60,187,ORANGE
38,56,1,54,89,GRAPE
27,65,1,67,97,MOUSAMBI
24,73,1,16,27,MANGO
17,51,0,69,37,CHERRIES
20,55,0,70,64,STRAWBERRY
15,62,0,60,45,CHERRIES
25,54,1,50,27,POMEGRANATE
28,72,1,50,135,GUAVA
20,63,1,68,161,GUAVA
22,55,1,66,18,APPLE
29,56,0,54,39,LEMON
16,56,0,70,87,STRAWBERRY
22,65,1,64,104,GUAVA
23,49,1,69,20,POMEGRANATE
23,65,0,75,67,STRAWBERRY
16,68,0,55,75,BLUEBERRY
19,67,0,73,91,BLUEBERRY
24,50,1,72,27,MOUSAMBI
24,64,1,61,51,DRAGONFRUIT
14,58,1,63,122,PEAR
20,51,1,53,81,MOUSAMBI
18,56,0,73,33,STRAWBERRY
17,61,0,78,42,STRAWBERRY
20,61,1,70,14,DRAGONFRUIT
23,78,1,52,49,GUAVA
21,56,1,57,54,MOUSAMBI
21,59,0,74,69,BLUEBERRY
20,65,1,59,29,BANANA
22,59,1,74,50,APPLE
22,69,1,73,128,PEAR
22,65,1,58,84,PEAR
